device_model_id,Manufacturer,Equipment Type,Model Name,First Manufactured,Last Manufactured,OS,Firmware Version,Battery Life,Scanning Rate,VVPAT?,Paper Capacity,Certification Level,Security Risks,Notes/Misc.,Discontinued
80,UniLect,DRE Touchscreen,Patriot,6/1/2001,12/31/2007,Windows CE,PatriotOS 1.0,6,0,FALSE,0,Not Applicable,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is 6 based on documented deployments. Scanning rate is 0 because it is a DRE. Paper capacity is 0 as it did not produce a paper trail.,TRUE
81,UniLect,Hand-Fed Optical Scanner,Marksense Scanner,5/1/2000,12/31/2007,Proprietary Embedded OS,MarkSenseOS 1.0,6,60,FALSE,3000,Not Applicable,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is 6 based on precinct deployment estimates. Scanning rate is 60 ballots per minute. Paper capacity reflects typical ballot input bins.,TRUE
82,Unisyn,BMD,Freedom Vote Tablet (FVT),6/1/2015,12/31/2023,Windows Embedded,FreedomVoteOS 2.0,8,0,TRUE,1,VVSG 1.0,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is 8 based on tablet-based deployments. Scanning rate is 0 because it is a BMD. Paper capacity is 1 due to single ballot print output.,FALSE
83,Unisyn,BMD,OpenElect OVI,4/1/2012,12/31/2023,Linux,OpenElectOS 1.3,8,0,TRUE,1,VVSG 1.0,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is 8 based on technical manuals and voting system documentation. Scanning rate is 0 because this is a BMD. Paper capacity is 1 due to single ballot printing.,FALSE
84,Unisyn,BMD,OpenElect OVI-VC,4/1/2012,12/31/2023,Linux,OpenElectOS 1.4,8,0,TRUE,1,VVSG 1.0,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is 8 based on documented testing results for tablet-like accessibility models. Scanning rate is 0 because it is a ballot-marking device. Paper capacity is 1 due to on-demand printing.,FALSE
85,Unisyn,Batch-Fed Optical Scanner,OpenElect OVCS,4/1/2012,12/31/2023,Linux,OpenElectOS 2.0,-1,60,FALSE,3000,VVSG 1.0,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is -1 because OVCS is a central scanner and relies on AC power. Scanning rate is 60 based on certified throughput. Paper capacity reflects central count input trays.,FALSE
86,Unisyn,Hand-Fed Optical Scanner,Freedom Vote Scan (FVS),6/1/2015,12/31/2023,Linux,FreedomScanOS 1.1,6,60,FALSE,3000,VVSG 1.0,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is 6 based on documented deployments of precinct-based units. Scanning rate is 60 ballots per minute. Paper capacity reflects typical input bin configurations.,FALSE
87,Unisyn,Hand-Fed Optical Scanner,OpenElect OVO,4/1/2012,12/31/2023,Linux,OpenElectOS 1.5,6,60,FALSE,3000,VVSG 1.0,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is 6 based on precinct deployments. Scanning rate is 60 ballots per minute. Paper capacity aligns with common OVO hopper specs.,FALSE
88,VR Systems,Electronic Poll Book,EViD,3/1/2004,12/31/2023,Windows,EViDOS 3.2,10,0,FALSE,0,Not Applicable,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of authentication,lack of audit trail",Battery life is 10 based on Windows tablet/laptop configurations in poll book setups. Scanning rate is 0 as this is not a tabulator. Paper capacity is 0 as this is an e-poll book.,FALSE
89,Voatz,Internet Voting,Mobile App,6/1/2020,12/31/2023,Android & iOS,VotazAppOS 1.0,-1,0,FALSE,0,Not Applicable,"unencrypted data,insecure physical access,default or weak passwords,lack of authentication,lack of audit trail",Battery life is -1 because this is a mobile app without dedicated voting hardware. Scanning rate is 0. Paper capacity is 0 since it's entirely digital.,FALSE
90,Vote-PAD,BMD,Ballot Marking System,1/1/2006,12/31/2010,,VotePAD v1.0,-1,0,FALSE,0,Not Applicable,"insecure physical access,lack of audit trail","Battery life is -1 because this is a manual, non-electronic assistive device. Scanning rate is 0 as it does not tabulate. Paper capacity is 0 since it does not produce or scan ballots.",TRUE
91,Votec,Electronic Poll Book,VoteSafe,2/1/2006,12/31/2023,Windows,VoteSafeOS 2.0,8,0,FALSE,0,Not Applicable,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of authentication,lack of audit trail",Battery life is 8 based on common laptop/tablet deployments for electronic poll books. Scanning rate is 0. Paper capacity is 0 as it is not a tabulation or printing device.,FALSE
92,Votem,Internet Voting,CastIron Voting Platform,8/1/2017,12/31/2023,Web-Based,CastIronOS 1.0,-1,0,FALSE,0,Not Applicable,"unencrypted data,insecure physical access,default or weak passwords,lack of authentication,lack of audit trail",Battery life is -1 because this is a cloud-based platform without dedicated hardware. Scanning rate is 0. Paper capacity is 0 due to its digital-only architecture.,FALSE
93,VotingWorks,BMD,VxMark,10/1/2020,12/31/2023,Linux,VxMarkOS 1.2,8,0,TRUE,1,VVSG 2.0,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is 8 based on common tablet configuration. Scanning rate is 0 since it does not tabulate. Paper capacity is 1 due to single-sheet ballot printing.,FALSE
94,VotingWorks,Batch-Fed Optical Scanner,VxCentralScan,10/1/2020,12/31/2023,Linux,VxScanOS 1.0,-1,60,FALSE,3000,VVSG 2.0,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is -1 because the system is designed for central tabulation and runs on plugged-in hardware. Scanning rate is 60 ballots per minute based on standard performance. Paper capacity reflects high-capacity input trays.,FALSE
95,VotingWorks,Hand-Fed Optical Scanner,VxScan,10/1/2020,12/31/2023,Linux,VxScanOS 1.0,6,60,FALSE,3000,VVSG 2.0,"insecure physical access,default or weak passwords,lack of audit trail",Battery life is 6 based on precinct-deployed units with UPS support. Scanning rate is 60 ballots per minute. Paper capacity reflects typical precinct input trays.,FALSE
96,ES&S,"Batch-Fed Optical Scan Tabulator
","Model 650
",1/1/1998,12/31/2023,Windows Embedded,Model650OS 1.2,-1,60,FALSE,3000,VVSG 1.0,"unpatched or outdated operating system,insecure physical access,default or weak passwords,lack of audit trail",Battery life is -1 as the system is designed for central count tabulation using AC power. Scanning rate is 60 ballots per minute. Paper capacity reflects central count tray limits.,FALSE
97,,DRE with VVPAT,MICROVOTE EMS 4.41 VOTING SYSTEM,,,,,,,,,,,,
98,,DRE with VVPAT,VERITY VOTING 2.5,,,,,,,,,,,,
99,,DRE with VVPAT,ESS,,,,,,,,,,,,
100,,BMD,AVALUE TECHNOLOGY INC SLD-21V-237-B1R,,,,,,,,,,,,
101,,BMD,HART VERACITY,,,,,,,,,,,,
102,,BMD,HART INTERCIVIC VERITY 2.7,,,,,,,,,,,,
103,,BMD,DIEBOLD TOUCHSCREEN,,,,,,,,,,,,
104,,BMD,GBS TSX,,,,,,,,,,,,
105,,BMD,HART INTERCIVIC 2.5,,,,,,,,,,,,
106,,BMD,HART INTERCIVIC VERITY 2.5,,,,,,,,,,,,
107,,BMD,HART VERITY 2.5,,,,,,,,,,,,
108,,BMD,HART INTERCIVIC,,,,,,,,,,,,
109,,BMD,HARP VERITY,,,,,,,,,,,,
110,,BMD,VOTING WORKS,,,,,,,,,,,,
111,,BMD,VERITY DUO GO,,,,,,,,,,,,
112,,BMD,VERITY CONTROLLER (HART),,,,,,,,,,,,
113,,Scanner,IBML (Los Angeles County),,,,,,,,,,,,
114,,Scanner,INTERSCAN HIPRO SCANNER WITH DEMOCACY SUITE 5.10A,,,,,,,,,,,,
115,,Scanner,GBS OS,,,,,,,,,,,,
116,,Scanner,CANON DR-G2140,,,,,,,,,,,,
117,,Scanner,CANON DR-G2141,,,,,,,,,,,,
118,,Scanner,CANON DR-G2142,,,,,,,,,,,,
119,,Scanner,CANON DR-G2143,,,,,,,,,,,,
120,,Scanner,CANON DR-G2144,,,,,,,,,,,,
121,,Scanner,CANON DR-G2145,,,,,,,,,,,,
122,,Scanner,CANON DR-G2146,,,,,,,,,,,,
123,,Scanner,CANON DR-G2147,,,,,,,,,,,,
124,,Scanner,CANON DR-G2148,,,,,,,,,,,,
125,,Scanner,CANON DR-G2149,,,,,,,,,,,,
126,,Scanner,CANON DR-G2150,,,,,,,,,,,,
127,,Scanner,CANON DR-G2151,,,,,,,,,,,,
128,,Scanner,CANON DR-G2152,,,,,,,,,,,,
129,,Scanner,CANON DR-G2153,,,,,,,,,,,,
130,,Scanner,CANON DR-G2154,,,,,,,,,,,,
131,,Scanner,CANON DR-G2155,,,,,,,,,,,,
132,,Scanner,CANON DR-G2156,,,,,,,,,,,,
133,,Scanner,CANON DR-G2157,,,,,,,,,,,,
134,,Scanner,CANON DR-G2158,,,,,,,,,,,,
135,,Scanner,CANON DR-G2159,,,,,,,,,,,,
136,,Scanner,CANON DR-G2160,,,,,,,,,,,,
137,,Scanner,CANON DR-G2161,,,,,,,,,,,,
138,,Scanner,CANON DR-G2162,,,,,,,,,,,,
139,,Scanner,CANON DR-G2163,,,,,,,,,,,,
140,,Scanner,CANON DR-G2164,,,,,,,,,,,,
141,,Scanner,CANON DR-G2165,,,,,,,,,,,,
142,,Scanner,CANON DR-G2166,,,,,,,,,,,,
143,,Scanner,CANON DR-G2167,,,,,,,,,,,,
144,,Scanner,CANON DR-G2168,,,,,,,,,,,,
145,,Scanner,CANON DR-G2169,,,,,,,,,,,,
146,,Scanner,CANON DR-G2170,,,,,,,,,,,,
147,,Scanner,CANON DR-G2171,,,,,,,,,,,,
148,,Scanner,CANON DR-G2172,,,,,,,,,,,,
149,,Scanner,CANON DR-G2173,,,,,,,,,,,,
150,,Scanner,CANON DR-G2174,,,,,,,,,,,,
151,,Scanner,CANON DR-G2175,,,,,,,,,,,,
152,,Scanner,CANON DR-G2176,,,,,,,,,,,,
153,,Scanner,CANON DR-G2177,,,,,,,,,,,,
154,,Scanner,CANON DR-G2178,,,,,,,,,,,,
155,,Scanner,CANON DR-G2179,,,,,,,,,,,,
156,,Scanner,CANON DR-G2180,,,,,,,,,,,,
157,,Scanner,CANON DR-G2181,,,,,,,,,,,,
158,,Scanner,CANON DR-G2182,,,,,,,,,,,,
159,,Scanner,CANON DR-G2183,,,,,,,,,,,,
160,,Scanner,CANON DR-G2184,,,,,,,,,,,,
161,,Scanner,CANON DR-G2185,,,,,,,,,,,,
162,,Scanner,CANON DR-G2186,,,,,,,,,,,,
163,,Scanner,CANON DR-G2187,,,,,,,,,,,,
164,,Scanner,CANON DR-G2188,,,,,,,,,,,,
165,,Scanner,CANON DR-G2189,,,,,,,,,,,,
166,,Scanner,CANON DR-G2190,,,,,,,,,,,,
167,,Scanner,CANON DR-G2191,,,,,,,,,,,,
168,,Scanner,CANON DR-G2192,,,,,,,,,,,,
169,,Scanner,CANON DR-G2193,,,,,,,,,,,,
170,,Scanner,CANON DR-G2194,,,,,,,,,,,,
171,,Scanner,CANON DR-G2195,,,,,,,,,,,,
172,,Scanner,CANON DR-G2196,,,,,,,,,,,,
173,,Scanner,CANON DR-G2197,,,,,,,,,,,,
174,,Scanner,CANON DR-G2198,,,,,,,,,,,,
175,,Scanner,CANON DR-G2199,,,,,,,,,,,,
176,,Scanner,CANON DR-G2200,,,,,,,,,,,,
177,,Scanner,CANON DR-G2201,,,,,,,,,,,,
178,,Scanner,CANON DR-G2202,,,,,,,,,,,,
179,,Scanner,CANON DR-G2203,,,,,,,,,,,,
180,,Scanner,INTERSCAN HI-PRO 8X1,,,,,,,,,,,,
181,,Scanner,VOTINGWORKS VXSUITE 3.1.2,,,,,,,,,,,,
182,,Scanner,FUJITSU SCANNERS CENTRAL COUNTY FI-7900,,,,,,,,,,,,
183,,Scanner,KODAK I620,,,,,,,,,,,,
184,,Scanner,KODAK I260,,,,,,,,,,,,
